videoid,beeid,colony,sched,caff,flowerid,timin,timeout,totaltime,totaltimeint,notes
B19_B3_60523_1137_FR45_1,B19,B3,FR45,No,A1,10:20,,,0,B19_FR45_1137
B19_B3_60523_1137_FR45_1,B19,B3,FR45,No,A1,10:46,,,0,B19_FR45_1137
B19_B3_60523_1137_FR45_1,B19,B3,FR45,No,A1,11:19,,,0,B19_FR45_1137
B72_B3_60623_406_FR45_1,B72,B3,FR45,No,C2,2:30,3:49,0:19:00,19,B72_FR45_406*
B72_B3_60623_406_FR45_1,B72,B3,FR45,No,C2,9:49,9:59,0:10:00,10,B72_FR45_406
B72_B3_60623_406_FR45_1,B72,B3,FR45,No,C2,10:06,10:19,0:13:00,13,B72_FR45_406
B72_B3_60623_406_FR45_1,B72,B3,FR45,No,A1,7:02,7:22,0:20:00,20,B72_FR45_406
B72_B3_60623_406_FR45_1,B72,B3,FR45,No,A1,11:14,11:23,0:09:00,9,B72_FR45_406
B72_B3_60623_406_FR45_1,B72,B3,FR45,No,B2,4:03,5:22,1:19:00,79,B72_FR45_406
B72_B3_60623_406_FR45_1,B72,B3,FR45,No,B2,5:29,5:34,0:05:00,5,B72_FR45_406
B72_B3_60623_406_FR45_1,B72,B3,FR45,No,B2,8:09,8:41,0:32:00,32,B72_FR45_406
B72_B3_60623_406_FR45_1,B72,B3,FR45,No,A3,10:36,10:47,0:11:00,11,B72_FR45_406
B72_B3_60623_406_FR45_1,B72,B3,FR45,No,A2,5:45,6:12,0:27:00,27,B72_FR45_406
B72_B3_60623_406_FR45_1,B72,B3,FR45,No,A2,6:23,6:39,0:16:00,16,B72_FR45_406
B72_B3_60623_406_FR45_1,B72,B3,FR45,No,A2,8:49,9:07,0:18:00,18,B72_FR45_406
B72_B3_60623_406_FR45_1,B72,B3,FR45,No,A2,9:12,9:26,0:14:00,14,B72_FR45_406
B58_B3_61223_1128_FR45_1,B58,B3,FR45,No,C3,1:09,1:26,0:17:00,17,B58_FR45_1128*
B58_B3_61223_1128_FR45_1,B58,B3,FR45,No,C3,1:31,1:42,0:11:00,11,B58_FR45_1128
B58_B3_61223_1128_FR45_1,B58,B3,FR45,No,C3,1:51,2:14,0:23:00,23,B58_FR45_1128
B58_B3_61223_1128_FR45_1,B58,B3,FR45,No,C3,2:18,2:37,0:19:00,19,B58_FR45_1128
B58_B3_61223_1128_FR45_1,B58,B3,FR45,No,C3,2:41,3:04,0:23:00,23,B58_FR45_1128
B58_B3_61223_1128_FR45_1,B58,B3,FR45,No,C3,3:09,3:35,0:26:00,26,B58_FR45_1128
B58_B3_61223_1128_FR45_1,B58,B3,FR45,No,C3,3:41,3:57,0:16:00,16,B58_FR45_1128
B58_B3_61223_1128_FR45_1,B58,B3,FR45,No,C3,4:00,4:23,0:23:00,23,B58_FR45_1128
B58_B3_61223_1128_FR45_1,B58,B3,FR45,No,C3,4:45,5:04,0:19:00,19,B58_FR45_1128
B58_B3_61223_1128_FR45_1,B58,B3,FR45,No,C3,5:07,5:17,0:10:00,10,B58_FR45_1128
B58_B3_61223_1128_FR45_1,B58,B3,FR45,No,C3,5:27,5:46,0:19:00,19,B58_FR45_1128
B58_B3_61223_1128_FR45_1,B58,B3,FR45,No,C3,5:49,5:54,0:05:00,5,B58_FR45_1128
B58_B3_61223_1128_FR45_1,B58,B3,FR45,No,C3,6:00,6:17,0:17:00,17,B58_FR45_1128
B58_B3_61223_1128_FR45_1,B58,B3,FR45,No,C2,7:32,7:44,0:12:00,12,B58_FR45_1128
B70_B3_61323_119_FR45_1,B70,B3,FR45,No,B2,1:15,1:47,0:32:00,32,B70_FR45_119*
B70_B3_61323_119_FR45_1,B70,B3,FR45,No,B2,1:56,2:27,0:31:00,31,B70_FR45_119
B70_B3_61323_119_FR45_1,B70,B3,FR45,No,B2,2:36,2:57,0:21:00,21,B70_FR45_119
B70_B3_61323_119_FR45_1,B70,B3,FR45,No,B2,3:00,3:24,0:24:00,24,B70_FR45_119
B70_B3_61323_119_FR45_1,B70,B3,FR45,No,B2,3:26,3:49,0:23:00,23,B70_FR45_119
B70_B3_61323_119_FR45_1,B70,B3,FR45,No,B2,3:53,4:14,0:21:00,21,B70_FR45_119
B70_B3_61323_119_FR45_1,B70,B3,FR45,No,B2,4:20,4:31,0:11:00,11,B70_FR45_119
B70_B3_61323_119_FR45_1,B70,B3,FR45,No,B2,4:33,4:58,0:25:00,25,B70_FR45_119
B70_B3_61323_119_FR45_1,B70,B3,FR45,No,B2,5:01,5:15,0:14:00,14,B70_FR45_119
B70_B3_61323_119_FR45_1,B70,B3,FR45,No,B2,5:19,5:38,0:19:00,19,B70_FR45_119
B70_B3_61323_119_FR45_1,B70,B3,FR45,No,B2,5:42,5:59,0:17:00,17,B70_FR45_119
B70_B3_61323_119_FR45_1,B70,B3,FR45,No,B2,6:02,616,0:14:00,14,B70_FR45_119
B70_B3_61323_119_FR45_1,B70,B3,FR45,No,B2,6:19,6:37,0:19:00,19,B70_FR45_119
B70_B3_61323_119_FR45_1,B70,B3,FR45,No,B2,6:41,6:56,0:15:00,15,B70_FR45_119
B70_B3_61323_119_FR45_1,B70,B3,FR45,No,B2,7:00,7:15,0:15:00,15,B70_FR45_119
B70_B3_61323_119_FR45_1,B70,B3,FR45,No,B2,7:19,7:35,0:16:00,16,B70_FR45_119
B70_B3_61323_119_FR45_1,B70,B3,FR45,No,B2,7:40,7:42,0:02:00,2,B70_FR45_119
G31_B3_62823_202_FR45_1,G31,B3,FR45,No,C1,0:30,1:34,1:04:00,64,G31_FR45_202*
G31_B3_62823_202_FR45_1,G31,B3,FR45,No,C1,1:43,1:54,0:11:00,11,G31_FR45_202
G31_B3_62823_202_FR45_1,G31,B3,FR45,No,C1,1:57,2:08,0:11:00,11,G31_FR45_202
G31_B3_62823_202_FR45_1,G31,B3,FR45,No,C1,2:10,2:26,0:16:00,16,G31_FR45_202
G31_B3_62823_202_FR45_1,G31,B3,FR45,No,C1,2:30,2:40,0:10:00,10,G31_FR45_202
G31_B3_62823_202_FR45_1,G31,B3,FR45,No,C1,2:46,2:58,0:12:00,12,G31_FR45_202
G31_B3_62823_202_FR45_1,G31,B3,FR45,No,C1,3:03,3:12,0:09:00,9,G31_FR45_202
G31_B3_62823_202_FR45_1,G31,B3,FR45,No,C1,3:19,3:31,0:12:00,12,G31_FR45_202
G31_B3_62823_202_FR45_1,G31,B3,FR45,No,C1,3:34,3:43,0:09:00,9,G31_FR45_202
G31_B3_62823_202_FR45_1,G31,B3,FR45,No,B1,3:51,3:57,0:06:00,6,G31_FR45_202
G27_B3_62823_227_FR45_1,G27,B3,FR45,No,C3,1:25,3:59,2:34:00,154,G27_FR45_227
G27_B3_62823_227_FR45_1,G27,B3,FR45,No,C3,4:07,4:36,0:29:00,29,G27_FR45_227
G27_B3_62823_227_FR45_1,G27,B3,FR45,No,C3,4:46,5:10,0:24:00,24,G27_FR45_227
G27_B3_62823_227_FR45_1,G27,B3,FR45,No,C3,5:16,5:45,0:29:00,29,G27_FR45_227
G27_B3_62823_227_FR45_1,G27,B3,FR45,No,C3,5:52,6:08,0:16:00,16,G27_FR45_227
G27_B3_62823_227_FR45_1,G27,B3,FR45,No,C3,6:14,6:45,0:30:00,30,G27_FR45_227
G27_B3_62823_227_FR45_1,G27,B3,FR45,No,C3,7:02,7:30,0:28:00,28,G27_FR45_227
G27_B3_62823_227_FR45_1,G27,B3,FR45,No,C3,7:38,7:58,0:20:00,20,G27_FR45_227
G27_B3_62823_227_FR45_1,G27,B3,FR45,No,C3,8:01,8:25,0:24:00,24,G27_FR45_227
G27_B3_62823_227_FR45_1,G27,B3,FR45,No,C3,8:37,8:43,0:06:00,6,G27_FR45_227
G27_B3_62823_227_FR45_1,G27,B3,FR45,No,C3,8:50,8:54,0:04:00,4,G27_FR45_227
G27_B3_62823_227_FR45_1,G27,B3,FR45,No,C3,9:01,9:04,0:03:00,3,G27_FR45_227
G27_B3_62823_227_FR45_1,G27,B3,FR45,No,C3,9:15,9:16,0:01:00,1,G27_FR45_227
G27_B3_62823_227_FR45_1,G27,B3,FR45,No,C3,9:24,9:30,0:06:00,6,G27_FR45_227
G27_B3_62823_227_FR45_1,G27,B3,FR45,No,C3,9:39,9:40,0:01:00,1,G27_FR45_227
G27_B3_62823_227_FR45_1,G27,B3,FR45,No,C3,9:51,9:54,0:03:00,3,G27_FR45_227
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,C2,1:01,1:14,0:13:00,13,B8_FR60_215 no caffeine
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,B2,1:23,1:39,0:16:00,16,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,B3,2:00,2:14,0:14:00,14,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,B3,2:18,2:21,0:03:00,3,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,B3,4:22,4:40,0:18:00,18,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,B3,4:47,5:15,0:28:00,28,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,B3,5:21,5:45,0:24:00,24,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,B3,5:54,6:11,0:17:00,17,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,B3,6:16,6:26,0:10:00,10,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,B3,7:21,7:32,0:11:00,11,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,B3,10:28,10:30,0:02:00,2,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,A3,2:34,2:47,0:13:00,13,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,A3,10:37,10:38,0:01:00,1,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,C3,3:08,3:26,0:18:00,18,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,C3,3:34,3:59,0:25:00,25,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,C3,6:50,7:04,0:14:00,14,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,C3,8:30,8:44,0:14:00,14,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,C3,8:48,9:06,0:18:00,18,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,C3,9:18,9:30,0:12:00,12,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,C3,9:38,9:53,0:15:00,15,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,C3,9:57,10:09,0:12:00,12,B8_FR60_215
B8_B3_52523_215_FR60_1,B8,B3,FR60,No,C3,10:15,10:17,0:02:00,2,B8_FR60_215
Y33_B2_52423_223_FR60_1,Y33,B2,FR60,No,C2,6:47,7:08,0:21:00,21,Y33_FR60_223 no caffeine
Y33_B2_52423_223_FR60_1,Y33,B2,FR60,No,B1,1:50,2:09,0:19:00,19,Y33_FR60_223
Y33_B2_52423_223_FR60_1,Y33,B2,FR60,No,B1,2:11,2:28,0:17:00,17,Y33_FR60_223
Y33_B2_52423_223_FR60_1,Y33,B2,FR60,No,B1,2:33,2:56,0:23:00,23,Y33_FR60_223
Y33_B2_52423_223_FR60_1,Y33,B2,FR60,No,B1,2:59,3:24,0:25:00,25,Y33_FR60_223
Y33_B2_52423_223_FR60_1,Y33,B2,FR60,No,B1,3:28,3:55,0:27:00,27,Y33_FR60_223
Y33_B2_52423_223_FR60_1,Y33,B2,FR60,No,B1,4:54,5:08,0:14:00,14,Y33_FR60_223
Y33_B2_52423_223_FR60_1,Y33,B2,FR60,No,B1,5:14,5:29,0:15:00,15,Y33_FR60_223
Y43_B2_52423_309_FR60_1,Y43,B2,FR60,No,A1,5:37,5:42,0:05:00,5,Y43_FR60_309 no caffeine
Y43_B2_52423_309_FR60_1,Y43,B2,FR60,No,B4,3:51,4:08,0:17:00,17,Y43_FR60_309
Y43_B2_52423_309_FR60_1,Y43,B2,FR60,No,B4,4:18,4:37,0:19:00,19,Y43_FR60_309
Y43_B2_52423_309_FR60_1,Y43,B2,FR60,No,C4,0:48,1:02,0:14:00,14,Y43_FR60_309
Y43_B2_52423_309_FR60_1,Y43,B2,FR60,No,C4,1:09,1:38,0:29:00,29,Y43_FR60_309
Y43_B2_52423_309_FR60_1,Y43,B2,FR60,No,C4,1:47,2:07,0:20:00,20,Y43_FR60_309
Y43_B2_52423_309_FR60_1,Y43,B2,FR60,No,C4,2:15,2:43,0:28:00,28,Y43_FR60_309
Y43_B2_52423_309_FR60_1,Y43,B2,FR60,No,C4,2:51,3:12,0:21:00,21,Y43_FR60_309
Y43_B2_52423_309_FR60_1,Y43,B2,FR60,No,C4,3:18,3:36,0:18:00,18,Y43_FR60_309
Y49_B2_60123_939_FR60_1,Y49,B2,FR60,Yes,C2,8:14,8:19,0:05:00,5,Y49_FR6O_939 CAFFEINE
Y49_B2_60123_939_FR60_1,Y49,B2,FR60,Yes,C3,1:30,1:57,0:27:00,27,Y49_FR60_939
Y49_B2_60123_939_FR60_1,Y49,B2,FR60,Yes,C3,2:02,2:37,0:35:00,35,Y49_FR60_939
Y49_B2_60123_939_FR60_1,Y49,B2,FR60,Yes,C3,2:40,3:21,0:41:00,41,Y49_FR60_939
Y49_B2_60123_939_FR60_1,Y49,B2,FR60,Yes,C3,3:23,3:53,0:30:00,30,Y49_FR60_939
Y49_B2_60123_939_FR60_1,Y49,B2,FR60,Yes,C3,3:56,4:21,0:25:00,25,Y49_FR60_939
Y49_B2_60123_939_FR60_1,Y49,B2,FR60,Yes,C3,4:25,4:55,0:30:00,30,Y49_FR60_939
Y49_B2_60123_939_FR60_1,Y49,B2,FR60,Yes,C3,5:02,5:24,0:22:00,22,Y49_FR60_939
Y49_B2_60123_939_FR60_1,Y49,B2,FR60,Yes,C3,5:34,5:59,0:25:00,25,Y49_FR60_939
Y49_B2_60123_939_FR60_1,Y49,B2,FR60,Yes,C3,6:02,6:23,0:21:00,21,Y49_FR60_939
Y49_B2_60123_939_FR60_1,Y49,BB,FR60,Yes,C3,6:27,6:45,0:18:00,18,Y49_FR60_939
Y49_B2_60123_939_FR60_1,Y49,B2,FR60,Yes,C3,6:48,7:01,0:13:00,13,Y49_FR60_939
Y49_B2_60123_939_FR60_1,Y49,B2,FR60,Yes,C3,7:05,7:07,0:02:00,2,Y49_FR60_939
Y49_B2_60123_939_FR60_1,Y49,B2,FR60,Yes,C3,7:10,7:11,0:01:00,1,Y49_FR60_939
Y49_B3_53123_417_FR60_1,Y49,B3,FR60,No,B4,3:27,4:31,1:04:00,64,Y49_FR60_417 no caffeine
Y49_B3_53123_417_FR60_1,Y49,B3,FR60,No,B3,8:55,9:13,0:18:00,18,Y49_FR60_417
Y49_B3_53123_417_FR60_1,Y49,B3,FR60,No,B3,9:18,9:44,0:26:00,26,Y49_FR60_417
Y49_B3_53123_417_FR60_1,Y49,B3,FR60,No,B3,9:48,10:10,0:22:00,22,Y49_FR60_417
Y49_B3_53123_417_FR60_1,Y49,B3,FR60,No,B3,10:13,10:23,0:10:00,10,Y49_FR60_417
Y49_B3_53123_417_FR60_1,Y49,B3,FR60,No,A2,6:34,6:59,0:25:00,25,Y49_FR60_417
Y49_B3_53123_417_FR60_1,Y49,B3,FR60,No,A2,7:04,7:20,0:16:00,16,Y49_FR60_417
Y49_B3_53123_417_FR60_1,Y49,B3,FR60,No,A4,4:57,5:28,0:31:00,31,Y49_FR60_417
Y49_B3_53123_417_FR60_1,Y49,B3,FR60,No,A4,5:29,5:33,0:04:00,4,Y49_FR60_417
Y49_B3_53123_417_FR60_1,Y49,B3,FR60,No,C2,7:59,8:12,0:13:00,13,Y49_FR60_417
Y49_B3_53123_417_FR60_1,Y49,B3,FR60,No,A3,5:57,6:12,0:15:00,15,Y49_FR60_417
Y49_B3_53123_417_FR60_1,Y49,B3,FR60,No,C3,8:26,8:46,0:20:00,20,Y49_FR60_417
Y49_B3_53123_417_FR60_1,Y49,B3,FR60,No,C3,10:36,10:38,0:02:00,2,Y49_FR60_417
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,C3,4:36,5:29,0:53:00,53,Y49_FR60_1145 no caffeine
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,C3,5:37,5:38,0:01:00,1,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,C3,5:55,6:19,0:24:00,24,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,C3,6:26,6:42,0:16:00,16,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,C3,6:58,7:06,0:08:00,8,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,B3,7:25,7:57,0:32:00,32,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,B3,8:08,8:13,0:05:00,5,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,B2,8:40,8:44,0:04:00,4,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,A2,9:08,9:13,0:05:00,5,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,C4,10:07,10:21,0:14:00,14,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,C4,10:24,10:28,0:04:00,4,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,B4,10:42,10:46,0:04:00,4,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,A3,11:13,11:15,0:02:00,2,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,A1,11:41,11:44,0:03:00,3,Y49_FR60_1145
Y49_B2_53023_1131_FR60_1,Y49,B2,FR60,No,B4,0:34,0:38,0:04:00,4,Y49_FR60_1131 no caffeine
Y49_B2_53023_1131_FR60_1,Y49,B2,FR60,No,B4,0:43,0:45,0:02:00,2,Y49_FR60_1131
Y49_B2_53023_1131_FR60_1,Y49,B2,FR60,No,B4,0:53,0:58,0:05:00,5,Y49_FR60_1131
Y49_B2_53023_1131_FR60_1,Y49,B2,FR60,No,C4,3:49,3:53,0:04:00,4,Y49_FR60_1131
Y49_B2_53023_1131_FR60_1,Y49,B2,FR60,No,C4,5:16,5:17,0:01:00,1,Y49_FR60_1131
Y49_B2_53023_1131_FR60_1,Y49,B2,FR60,No,C4,6:16,6:19,0:03:00,3,Y49_FR60_1131
Y49_B2_53023_1131_FR60_1,Y49,B2,FR60,No,C2,4:05,4:09,0:04:00,4,Y49_FR60_1131
Y49_B2_53023_1131_FR60_1,Y49,B2,FR60,No,C2,7:21,7:22,0:01:00,1,Y49_FR60_1131
Y49_B2_53023_1131_FR60_1,Y49,B2,FR60,No,A1,6:24,6:29,0:05:00,5,Y49_FR60_1131
Y49_B2_53023_1131_FR60_1,Y49,B2,FR60,No,C1,7:42,7:43,0:01:00,1,Y49_FR60_1131
Y47_B2_53123_1122_FR60_1,Y47,B2,FR60,No,B3,2:19,2:49,0:30:00,30,Y47_FR60_1122 no caffeine
Y47_B2_53123_1122_FR60_1,Y47,B2,FR60,No,B3,3:02,3:40,0:38:00,38,Y47_FR60_1122 
Y47_B2_53123_1122_FR60_1,Y47,B2,FR60,No,B3,3:58,4:15,0:17:00,17,Y47_FR60_1122 
Y47_B2_53123_1122_FR60_1,Y47,B2,FR60,No,B3,4:28,4:46,0:18:00,18,Y47_FR60_1122 
Y47_B2_53123_1122_FR60_1,Y47,B2,FR60,No,B3,4:54,,###############################################################################################################################################################################################################################################################,#VALUE!,Y47_FR60_1122 video cut off
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,C3,4:36,5:29,0:53:00,53,Y49_FR60_1145 no caffeine
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,C3,5:37,5:48,0:11:00,11,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,C3,5:55,6:19,0:24:00,24,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,C3,6:26,6:42,0:16:00,16,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,C3,6:58,7:06,0:08:00,8,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,B3,7:26,7:57,0:31:00,31,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,B3,8:08,8:13,0:05:00,5,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,B2,8:40,8:45,0:05:00,5,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,A2,9:08,9:13,0:05:00,5,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,C4,10:07,10:20,0:13:00,13,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,C4,10:25,10:28,0:03:00,3,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,B4,10:42,10:46,0:04:00,4,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,A3,11:12,11:15,0:03:00,3,Y49_FR60_1145
Y49_B2_53123_1145_FR60_1,Y49,B2,FR60,No,A1,11:41,11:43,0:02:00,2,Y49_FR60_1145
Y49_B2_060123_939_FR60_1,Y49,B2,FR60,Yes,C3,1:30,1:58,0:28:00,28,Y49_FR60_939 CAFFEINE
Y49_B2_060123_939_FR60_1,Y49,B2,FR60,Yes,C3,2:02,2:36,0:34:00,34,Y49_FR60_939
Y49_B2_060123_939_FR60_1,Y49,B2,FR60,Yes,C3,2:39,3:21,0:42:00,42,Y49_FR60_939
Y49_B2_060123_939_FR60_1,Y49,B2,FR60,Yes,C3,3:23,3:53,0:30:00,30,Y49_FR60_939
Y49_B2_060123_939_FR60_1,Y49,B2,FR60,Yes,C3,3:56,4:21,0:25:00,25,Y49_FR60_939
Y49_B2_060123_939_FR60_1,Y49,B2,FR60,Yes,C3,4:25,4:55,0:30:00,30,Y49_FR60_939
Y49_B2_060123_939_FR60_1,Y49,B2,FR60,Yes,C3,5:02,5:24,0:22:00,22,Y49_FR60_939
Y49_B2_060123_939_FR60_1,Y49,B2,FR60,Yes,C3,5:34,5:59,0:25:00,25,Y49_FR60_939
Y49_B2_060123_939_FR60_1,Y49,B2,FR60,Yes,C3,6:02,6:23,0:21:00,21,Y49_FR60_939
Y49_B2_060123_939_FR60_1,Y49,B2,FR60,Yes,C3,6:26,6:45,0:19:00,19,Y49_FR60_939
Y49_B2_060123_939_FR60_1,Y49,BB,FR60,Yes,C3,6:48,7:01,0:13:00,13,Y49_FR60_939
Y49_B2_060123_939_FR60_1,Y49,B2,FR60,Yes,C3,7:05,7:08,0:03:00,3,Y49_FR60_939
Y49_B2_060123_939_FR60_1,Y49,B2,FR60,Yes,C3,7:10,7:11,0:01:00,1,Y49_FR60_939
Y49_B2_060123_939_FR60_1,Y49,B2,FR60,Yes,C2,8:14,8:19,0:05:00,5,Y49_FR60_939
Y49_B2_060123_1115_FR60_1,Y49,B2,FR60,Yes,C3,0:44,1:25,0:41:00,41,Y49_FR60_1115 CAFFEINE
Y49_B2_060123_1115_FR60_1,Y49,B2,FR60,Yes,C3,1:27,2:07,0:40:00,40,Y49_FR60_1115
Y49_B2_060123_1115_FR60_1,Y49,B2,FR60,Yes,C3,2:10,2:37,0:27:00,27,Y49_FR60_1115
Y49_B2_060123_1115_FR60_1,Y49,B2,FR60,Yes,C3,2:41,3:03,0:22:00,22,Y49_FR60_1115
Y49_B2_060123_1115_FR60_1,Y49,B2,FR60,Yes,C3,3:07,3:30,0:23:00,23,Y49_FR60_1115
Y49_B2_060123_1115_FR60_1,Y49,B2,FR60,Yes,C3,3:33,3:51,0:18:00,18,Y49_FR60_1115
Y49_B2_060123_1115_FR60_1,Y49,B2,FR60,Yes,C3,3:55,4:21,0:26:00,26,Y49_FR60_1115
Y49_B2_060123_1115_FR60_1,Y49,B2,FR60,Yes,C3,4:25,4:41,0:16:00,16,Y49_FR60_1115
Y49_B2_060123_1115_FR60_1,Y49,B2,FR60,Yes,A1,5:06,5:22,0:16:00,16,Y49_FR60_1115
Y49_B2_060123_1115_FR60_1,Y49,B2,FR60,Yes,A1,5:26,5:36,0:10:00,10,Y49_FR60_1115
Y49_B2_060123_1115_FR60_1,Y49,B2,FR60,Yes,A1,6:36,6:50,0:14:00,14,Y49_FR60_1115
Y49_B2_060123_1115_FR60_1,Y49,B2,FR60,Yes,A1,6:54,7:12,0:18:00,18,Y49_FR60_1115
Y49_B2_060123_1115_FR60_1,Y49,B2,FR60,Yes,A1,7:14,7:24,0:10:00,10,Y49_FR60_1115
Y49_B2_060123_1115_FR60_1,Y49,B2,FR60,Yes,A3,5:46,5:59,0:13:00,13,Y49_FR60_1115
Y49_B2_060123_1115_FR60_1,Y49,B2,FR60,Yes,A3,6:03,6:20,0:17:00,17,Y49_FR60_1115
Y49_B2_060123_1115_FR60_1,Y49,B2,FR60,Yes,A2,7:32,7:38,0:06:00,6,Y49_FR60_1115
Y49_B2_060123_1115_FR60_1,Y49,B2,FR60,Yes,A2,10:55,11:14,0:19:00,19,Y49_FR60_1115
