videoid,beeid,colony,sched,caff,flowerid,timin,timeout,totaltime,totaltimeint,notes
Y49_B2_060123_1115_FR60_1,Y49,B2,FR60,Yes,A4,10:41,10:47,0:06:00,6,Y49_FR60_1115
Y41_B2_1223_FR60_1,Y41,B2,FR60,Yes,C1,0:40,0:52,0:12:00,12,Y41_FR60_1223 CAFFEINE
Y41_B2_1223_FR60_1,Y41,B2,FR60,Yes,C1,3:41,4:08,0:27:00,27,Y41_FR60_1223
Y41_B2_1223_FR60_1,Y41,B2,FR60,Yes,C1,4:19,4:37,0:18:00,18,Y41_FR60_1223
Y41_B2_1223_FR60_1,Y41,B2,FR60,Yes,B1,1:06,1:16,0:10:00,10,Y41_FR60_1223
Y41_B2_1223_FR60_1,Y41,B2,FR60,Yes,B1,2:25,2:46,0:21:00,21,Y41_FR60_1223
Y41_B2_1223_FR60_1,Y41,B2,FR60,Yes,B1,4:51,5:08,0:17:00,17,Y41_FR60_1223
Y41_B2_1223_FR60_1,Y41,B2,FR60,Yes,B1,6:31,7:00,0:29:00,29,Y41_FR60_1223
Y41_B2_1223_FR60_1,Y41,B2,FR60,Yes,B1,8:32,8:56,0:24:00,24,Y41_FR60_1223
Y41_B2_1223_FR60_1,Y41,B2,FR60,Yes,A1,1:32,1:50,0:18:00,18,Y41_FR60_1223
Y41_B2_1223_FR60_1,Y41,B2,FR60,Yes,A1,5:26,6:01,0:35:00,35,Y41_FR60_1223
Y41_B2_1223_FR60_1,Y41,B2,FR60,Yes,A1,7:22,7:44,0:22:00,22,Y41_FR60_1223
Y41_B2_1223_FR60_1,Y41,B2,FR60,Yes,A1,9:14,9:49,0:35:00,35,Y41_FR60_1223
Y41_B2_1223_FR60_1,Y41,B2,FR60,Yes,A1,9:56,10:16,0:20:00,20,Y41_FR60_1223
Y41_B2_1223_FR60_1,Y41,B2,FR60,Yes,A1,10:34,10:54,0:20:00,20,Y41_FR60_1223
Y41_B2_1223_FR60_1,Y41,B2,FR60,Yes,A1,11:06,11:17,0:11:00,11,Y41_FR60_1223
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,C1,0:26,0:44,0:18:00,18,Y58_FR60_1057 CAFFEINE
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,C1,0:51,1:03,0:12:00,12,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,C1,1:07,1:21,0:14:00,14,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,C4,2:57,3:03,0:06:00,6,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,C4,3:04,3:06,0:02:00,2,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,C4,5:03,5:09,0:06:00,6,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,B3,5:17,5:21,0:04:00,4,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,B1,5:24,5:26,0:02:00,2,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,C2,1:28,1:34,0:06:00,6,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,C2,1:37,1:43,0:06:00,6,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,C2,1:50,1:59,0:09:00,9,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,C2,2:03,2:13,0:10:00,10,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,C2,4:26,4:29,0:03:00,3,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,B4,3:12,3:18,0:06:00,6,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,B2,4:18,4:25,0:07:00,7,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,A2,6:16,6:17,0:01:00,1,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,C3,2:21,2:31,0:10:00,10,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,C3,2:38,2:46,0:08:00,8,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,C3,4:36,4:46,0:10:00,10,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,C3,4:59,5:00,0:01:00,1,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,A4,3:27,3:36,0:09:00,9,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,A4,3:39,3:52,0:13:00,13,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,A4,5:44,5:45,0:01:00,1,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,A4,6:49,6:51,0:02:00,2,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,A3,4:02,4:11,0:09:00,9,Y58_FR60_1057
Y58_B3_60923_1057_FR60_1,Y58,B3,FR60,Yes,A1,7:08,7:09,0:01:00,1,Y58_FR60_1057
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,C1,1:28,2:06,0:00:00,0,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,C1,4:04,4:20,0:00:00,0,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,C2,6:00,6:09,0:09:00,9,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,C2,7:22,7:34,0:12:00,12,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,B1,2:15,2:32,0:17:00,17,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,B1,4:26,4:40,0:14:00,14,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,B1,4:45,4:51,0:06:00,6,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,B1,5:34,5:43,0:09:00,9,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,B1,8:45,8:53,0:08:00,8,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,B2,6:16,6:24,0:08:00,8,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,B2,7:45,7:54,0:09:00,9,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,A1,2:42,,###############################################################################################################################################################################################################################################################,#VALUE!,B57_FR60_358 blocked view (bee visit only)
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,A1,3:14,,###############################################################################################################################################################################################################################################################,#VALUE!,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,A1,3:31,,###############################################################################################################################################################################################################################################################,#VALUE!,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,A1,5:03,,###############################################################################################################################################################################################################################################################,#VALUE!,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,A1,9:15,,###############################################################################################################################################################################################################################################################,#VALUE!,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,A2,6:31,6:38,0:07:00,7,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,A2,6:45,6:54,0:09:00,9,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,A2,8:00,8:07,0:07:00,7,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,A2,8:09,8:11,0:02:00,2,B57_FR60_358
B57_B3_53123_358_FR60_1,B57,B3,FR60,No,A2,8:22,8:23,0:01:00,1,B57_FR60_358
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,C1,0:14,0:29,0:15:00,15,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,C1,0:34,0:40,0:06:00,6,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,C1,6:19,6:30,0:11:00,11,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,C1,6:59,7:01,0:02:00,2,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,C1,9:07,9:44,0:37:00,37,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,B1,0:53,1:33,0:40:00,40,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,B1,4:41,5:06,0:25:00,25,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,B1,3:50,3:54,0:04:00,4,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,B1,4:41,5:06,0:25:00,25,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,B1,6:46,6:50,0:04:00,4,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,B1,7:10,7:12,0:02:00,2,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,B1,8:00,8:03,0:03:00,3,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,B1,8:09,8:12,0:03:00,3,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,B1,8:35,8:36,0:01:00,1,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,B1,10:00,10:04,0:04:00,4,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,A1,2:07,2:51,0:44:00,44,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,A1,2:57,3:24,0:27:00,27,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,A1,3:30,3:36,0:06:00,6,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,A1,4:03,4:08,0:05:00,5,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,A1,5:18,5:22,0:04:00,4,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,A1,7:23,7:49,0:26:00,26,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,A1,8:21,8:25,0:04:00,4,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,A1,8:46,8:49,0:03:00,3,Y41_FR60_1041
Y41_B2_1041_FR60_1,Y41,B2,FR60,No,A1,10:14,10:20,0:06:00,6,Y41_FR60_1041
Y41_B2_1012_FR60_1,Y41,B2,FR60,No,B1,1:44,2:09,0:25:00,25,Y41_FR60_1012 *
Y41_B2_1012_FR60_1,Y41,B2,FR60,No,B1,2:16,2:41,0:25:00,25,Y41_FR60_1012
Y41_B2_1012_FR60_1,Y41,B2,FR60,No,B1,9:36,9:40,0:04:00,4,Y41_FR60_1012
Y41_B2_1012_FR60_1,Y41,B2,FR60,No,A1,2:54,3:20,0:26:00,26,Y41_FR60_1012
Y41_B2_1012_FR60_1,Y41,B2,FR60,No,A1,3:27,3:58,0:31:00,31,Y41_FR60_1012
Y41_B2_1012_FR60_1,Y41,B2,FR60,No,A1,4:06,4:27,0:21:00,21,Y41_FR60_1012
Y41_B2_1012_FR60_1,Y41,B2,FR60,No,A1,4:36,5:25,0:49:00,49,Y41_FR60_1012
Y41_B2_1012_FR60_1,Y41,B2,FR60,No,A1,5:32,6:06,0:34:00,34,Y41_FR60_1012
Y41_B2_1012_FR60_1,Y41,B2,FR60,No,A1,6:17,6:44,0:27:00,27,Y41_FR60_1012
Y41_B2_1012_FR60_1,Y41,B2,FR60,No,A1,6:52,7:14,0:22:00,22,Y41_FR60_1012
Y41_B2_1012_FR60_1,Y41,B2,FR60,No,A1,7:21,7:49,0:28:00,28,Y41_FR60_1012
Y41_B2_1012_FR60_1,Y41,B2,FR60,No,A1,8:02,8:35,0:33:00,33,Y41_FR60_1012
Y41_B2_1012_FR60_1,Y41,B2,FR60,No,A1,8:43,8:56,0:13:00,13,Y41_FR60_1012
Y41_B2_1012_FR60_1,Y41,B2,FR60,No,A1,9:21,9:24,0:03:00,3,Y41_FR60_1012
Y41_B2_1114_FR60_1,Y41,B2,FR60,No,C1,0:57,1:31,0:00:00,0,Y41_FR60_1114. *
Y41_B2_1114_FR60_1,Y41,B2,FR60,No,C1,4:48,5:05,0:17:00,17,Y41_FR60_1114
Y41_B2_1114_FR60_1,Y41,B2,FR60,No,C1,6:51,7:16,0:25:00,25,Y41_FR60_1114
Y41_B2_1114_FR60_1,Y41,B2,FR60,No,C1,7:30,7:50,0:20:00,20,Y41_FR60_1114
Y41_B2_1114_FR60_1,Y41,B2,FR60,No,B1,1:45,2:10,0:25:00,25,Y41_FR60_1114
Y41_B2_1114_FR60_1,Y41,B2,FR60,No,B1,4:04,4:24,0:20:00,20,Y41_FR60_1114
Y41_B2_1114_FR60_1,Y41,B2,FR60,No,B1,5:18,5:49,0:31:00,31,Y41_FR60_1114
Y41_B2_1114_FR60_1,Y41,B2,FR60,No,B1,8:08,8:29,0:21:00,21,Y41_FR60_1114
Y41_B2_1114_FR60_1,Y41,B2,FR60,No,A1,2:22,2:44,0:22:00,22,Y41_FR60_1114
Y41_B2_1114_FR60_1,Y41,B2,FR60,No,A1,3:02,3:32,0:30:00,30,Y41_FR60_1114
Y41_B2_1114_FR60_1,Y41,B2,FR60,No,A1,6:01,6:18,0:17:00,17,Y41_FR60_1114
Y41_B2_1114_FR60_1,Y41,B2,FR60,No,A1,8:44,9:10,0:26:00,26,Y41_FR60_1114
Y41_B2_1114_FR60_1,Y41,B2,FR60,No,A1,9:17,9:49,0:32:00,32,Y41_FR60_1114
Y41_B2_1114_FR60_1,Y41,B2,FR60,No,A1,10:00,10:32,0:32:00,32,Y41_FR60_1114
Y41_B2_1114_FR60_1,Y41,B2,FR60,No,A1,10:41,10:52,0:11:00,11,Y41_FR60_1114
Y41_B2_1114_FR60_1,Y41,B2,FR60,No,A1,10:55,10:56,0:01:00,1,Y41_FR60_1114
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,C4,5:35,5:38,0:03:00,3,Y58_FR60_1122 CAFFEINE
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,C4,5:45,5:57,0:12:00,12,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,C4,6:00,6:21,0:21:00,21,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,C4,6:23,6:29,0:06:00,6,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,C4,6:45,7:00,0:15:00,15,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,C4,7:08,7:12,0:04:00,4,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,B4,7:24,7:34,0:10:00,10,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,B4,7:39,7:51,0:12:00,12,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,B4,7:56,8:09,0:13:00,13,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,B4,8:13,8:24,0:11:00,11,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,B4,8:27,8:41,0:14:00,14,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,B4,8:46,8:54,0:08:00,8,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,A4,9:07,9:16,0:09:00,9,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,A1,9:45,9:46,0:01:00,1,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,B1,10:24,10:32,0:08:00,8,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,B1,10:34,10:37,0:03:00,3,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,B2,9:54,9:57,0:03:00,3,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,B2,11:44,,###############################################################################################################################################################################################################################################################,#VALUE!,Y58_FFR60_1122 video was cut off
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,C2,11:14,11:22,0:08:00,8,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,C2,11:25,11:27,0:02:00,2,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,C2,11:34,11:35,0:01:00,1,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,C1,10:08,10:16,0:08:00,8,Y58_FFR60_1122
Y58_B2_60823_1122_FR60_1,Y58,B2,FR60,Yes,C1,10:57,11:04,0:07:00,7,Y58_FFR60_1122
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,A1,0:34,0:49,0:15:00,15,Y58_FR60_1240 CAFFEINE
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,A1,3:33,3:38,0:05:00,5,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,A1,3:58,4:05,0:07:00,7,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,A1,6:09,6:15,0:06:00,6,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,A1,7:43,7:52,0:09:00,9,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,A4,2:18,2:24,0:06:00,6,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,A4,2:25,2:28,0:03:00,3,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,A4,2:56,3:04,0:08:00,8,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,B1,3:20,3:27,0:07:00,7,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,B1,3:28,3:30,0:02:00,2,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,C4,0:58,1:07,0:09:00,9,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,C4,4:19,4:27,0:08:00,8,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,B4,2:34,2:42,0:08:00,8,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,B4,2:46,2:52,0:06:00,6,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,B4,4:30,4:37,0:07:00,7,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,B4,4:41,4:47,0:06:00,6,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,B4,4:48,4:49,0:01:00,1,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,B4,6:49,6:51,0:02:00,2,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,A2,3:44,3:50,0:06:00,6,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,A2,8:22,8:24,0:02:00,2,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,A3,1:38,1:51,0:13:00,13,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,A3,2:00,2:12,0:12:00,12,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,A3,5:00,5:10,0:10:00,10,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,A3,5:12,5:26,0:14:00,14,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,A3,5:42,5:48,0:06:00,6,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,A3,5:53,6:01,0:08:00,8,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,A3,6:38,6:45,0:07:00,7,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,C1,3:11,3:16,0:05:00,5,Y58_FR60_1240
Y58_B2_60823_1240_FR60_1,Y58,B2,FR60,Yes,C3,4:09,4:14,0:05:00,5,Y58_FR60_1240
B19_B3_60523_125_FR60_1,B19,B3,FR60,No,C1,0:40,1:00,0:20:00,20,B19_FR60_125*
B19_B3_60523_125_FR60_1,B19,B3,FR60,No,C1,1:07,1:33,0:26:00,26,B19_FR60_125
B19_B3_60523_125_FR60_1,B19,B3,FR60,No,C1,3:01,3:20,0:19:00,19,B19_FR60_125
B19_B3_60523_125_FR60_1,B19,B3,FR60,No,C1,3:34,4:03,0:29:00,29,B19_FR60_125
B19_B3_60523_125_FR60_1,B19,B3,FR60,No,C1,4:19,4:41,0:22:00,22,B19_FR60_125
B19_B3_60523_125_FR60_1,B19,B3,FR60,No,C1,4:48,5:14,0:26:00,26,B19_FR60_125
B19_B3_60523_125_FR60_1,B19,B3,FR60,No,C1,5:22,5:44,0:22:00,22,B19_FR60_125
B19_B3_60523_125_FR60_1,B19,B3,FR60,No,C1,5:54,6:16,0:22:00,22,B19_FR60_125
B19_B3_60523_125_FR60_1,B19,B3,FR60,No,C1,6:24,6:46,0:22:00,22,B19_FR60_125
B19_B3_60523_125_FR60_1,B19,B3,FR60,No,C1,10:21,10:38,0:17:00,17,B19_FR60_125
B19_B3_60523_125_FR60_1,B19,B3,FR60,No,C1,10:45,11:07,0:22:00,22,B19_FR60_125
B19_B3_60523_125_FR60_1,B19,B3,FR60,No,C1,11:30,11:32,0:02:00,2,B19_FR60_125
B19_B3_60523_125_FR60_1,B19,B3,FR60,No,C1,11:43,11:46,0:03:00,3,B19_FR60_125
B68_B3_60623_1150_FR60_1,B68,B3,FR60,No,C2,1:55,2:11,0:16:00,16,B68_FR60_1150*
B68_B3_60623_1150_FR60_1,B68,B3,FR60,No,C2,2:23,2:35,0:12:00,12,B68_FR60_1150
B68_B3_60623_1150_FR60_1,B68,B3,FR60,No,C2,11:04,11:06,0:02:00,2,B68_FR60_1150
B68_B3_60623_1150_FR60_1,B68,B3,FR60,No,A4,5:25,5:42,0:17:00,17,B68_FR60_1150
B68_B3_60623_1150_FR60_1,B68,B3,FR60,No,A4,5:49,5:58,0:09:00,9,B68_FR60_1150
B68_B3_60623_1150_FR60_1,B68,B3,FR60,No,A4,6:04,6:23,0:19:00,19,B68_FR60_1150
B68_B3_60623_1150_FR60_1,B68,B3,FR60,No,A4,9:42,9:45,0:03:00,3,B68_FR60_1150
B68_B3_60623_1150_FR60_1,B68,B3,FR60,No,A3,10:03,10:07,0:04:00,4,B68_FR60_1150
B68_B3_60623_1150_FR60_1,B68,B3,FR60,No,B2,2:49,3:17,0:28:00,28,B68_FR60_1150
B68_B3_60623_1150_FR60_1,B68,B3,FR60,No,B2,3:29,3:48,0:19:00,19,B68_FR60_1150
B68_B3_60623_1150_FR60_1,B68,B3,FR60,No,B4,6:58,7:09,0:11:00,11,B68_FR60_1150
B68_B3_60623_1150_FR60_1,B68,B3,FR60,No,B4,7:15,7:17,0:02:00,2,B68_FR60_1150
B68_B3_60623_1150_FR60_1,B68,B3,FR60,No,B4,7:27,7:37,0:10:00,10,B68_FR60_1150
B68_B3_60623_1150_FR60_1,B68,B3,FR60,No,A2,10:21,10:23,0:02:00,2,B68_FR60_1150
B68_B3_60623_1150_FR60_1,B68,B3,FR60,No,B3,4:38,4:50,0:12:00,12,B68_FR60_1150
B68_B3_60623_1150_FR60_1,B68,B3,FR60,No,B3,4:54,4:57,0:03:00,3,B68_FR60_1150
B68_B3_60623_1150_FR60_1,B68,B3,FR60,No,C4,7:52,8:03,0:11:00,11,B68_FR60_1150
